Age,Gender,Income,Occupation,Marital_Status,Household_Size,Weekly_Order_Frequency,Top_Priorities,Multi_Restaurant_Support,Flexible_Delivery_for_Freshness,Try_New_Food_Recommendations,Preferred_Cuisines,Wants_Personalised_Discounts,App_Frustrations,Sustainability_Importance,Importance_OnTime,Importance_DriverRating,Avg_Spend_Per_Order,Willing_To_Try_New_App,Max_Willingness_To_Pay,Likely_To_Recommend,Pay_Extra_For_Features,Order_Device,Delivery_Timing_Preference,Current_Satisfaction
25-34,Male,15–25K,Unemployed,Married,2,3–5,"Fast delivery, Sustainability, Healthy options",No,Depends,Sometimes,"Arabic, Mexican, Indian, Fast Food",Yes,Non-transparent pricing,Rarely,3,3,10–25,No,50–75,2,Yes,Mobile App,Depends,7
25-34,Male,4–8K,Homemaker,Married,3,1–2,"Customization, Fast delivery",No,Yes,Sometimes,"Fast Food, Indian, Italian, Mexican",Yes,"Late delivery, Non-transparent pricing",Always,4,5,50–75,Yes,30–50,1,Yes,Mobile App,Depends,3
25-34,Female,4–8K,Employed,Single,7,1–2,"Customization, Fast delivery",Yes,Depends,Sometimes,"Mexican, Chinese, Vegan, Arabic",Yes,Late delivery,Sometimes,5,4,25–50,Maybe,50–75,1,Depends,Mobile App,Schedule,7
25-34,Female,8–15K,Unemployed,Divorced,2,3–5,"Fresh/hot food, Fast delivery, Discounts",Yes,Yes,Often,"Vegan, Italian, Indian, Fast Food",Yes,"Limited restaurant choice, Lack of discounts, Driver behavior",Sometimes,3,1,25–50,No,30–50,3,No,Mobile App,Schedule,2
25-34,Female,25K+,Unemployed,Other,7,1–2,"Low price, Sustainability",Yes,Depends,Often,"Japanese, Fast Food",Yes,"Lack of discounts, Bad customer support, Driver behavior, Cold food",Never,2,5,25–50,Yes,50–75,1,No,Phone Call,Schedule,9
35-44,Male,8–15K,Unemployed,Other,7,6+,"Customization, Sustainability, Discounts",Yes,Yes,Sometimes,"Arabic, Chinese, Japanese",Neutral,"Late delivery, Cold food",Sometimes,4,3,25–50,Yes,30–50,3,Yes,Mobile App,ASAP,4
35-44,Male,8–15K,Student,Divorced,5,1–2,"Variety of restaurants, Discounts",Yes,Yes,Rarely,"Arabic, Italian",No,Driver behavior,Often,2,4,50–75,Maybe,50–75,4,No,Mobile App,Depends,7
18-24,Male,8–15K,Unemployed,Divorced,3,3–5,"Discounts, Healthy options",Yes,No,Never,"Japanese, Mexican, Italian, Chinese",Yes,"Late delivery, Poor packaging",Sometimes,2,1,50–75,Yes,50–75,3,No,Mobile App,ASAP,8
25-34,Prefer not to say,8–15K,Student,Divorced,7,1–2,"Sustainability, Low price",Yes,Yes,Sometimes,"Vegan, Japanese",Neutral,"Late delivery, Driver behavior, Bad customer support, Non-transparent pricing",Often,1,2,25–50,Yes,30–50,3,Depends,WhatsApp,ASAP,10
35-44,Male,0–4K,Unemployed,Divorced,3,1–2,"Fast delivery, Healthy options",Yes,Yes,Sometimes,"Arabic, Japanese",Yes,"Poor packaging, Limited restaurant choice, Driver behavior",Always,4,2,50–75,No,50–75,1,Yes,Website,ASAP,10
25-34,Female,8–15K,Self-Employed,Divorced,3,1–2,"Healthy options, Variety of restaurants",Yes,Yes,Always,"Vegan, Fast Food, Arabic, Mexican",Yes,"Limited restaurant choice, Driver behavior, Cold food",Often,4,1,50–75,Yes,50–75,4,Depends,Mobile App,Schedule,10
45-54,Female,25K+,Employed,Divorced,2,3–5,"Fast delivery, Variety of restaurants, Sustainability",Yes,No,Sometimes,"Mexican, Fast Food",Yes,"Lack of discounts, Cold food, Bad customer support, Poor packaging",Often,5,4,25–50,Yes,30–50,5,No,Mobile App,Schedule,7
35-44,Male,8–15K,Self-Employed,Other,4,1–2,Customization,Yes,Yes,Sometimes,"Chinese, Fast Food, Italian, Indian",Yes,"Limited restaurant choice, Poor packaging, Cold food, Driver behavior",Sometimes,3,4,10–25,Yes,50–75,5,Yes,Phone Call,Schedule,9
25-34,Female,15–25K,Unemployed,Divorced,5,6+,"Low price, Sustainability, Customization",No,Yes,Often,"Vegan, Mexican, Indian",No,"Poor packaging, Limited restaurant choice",Rarely,2,3,75–100,Yes,50–75,1,Yes,Mobile App,ASAP,7
18-24,Male,15–25K,Employed,Single,7,1–2,"Healthy options, Low price",No,Yes,Sometimes,"Indian, Mexican",Yes,Driver behavior,Rarely,3,2,50–75,Yes,50–75,3,No,Mobile App,Depends,7
35-44,Female,4–8K,Employed,Divorced,3,1–2,"Fresh/hot food, Discounts, Customization",Yes,Yes,Sometimes,"Chinese, Mexican, Japanese, Fast Food",Yes,"Lack of discounts, Driver behavior, Poor packaging",Always,2,2,50–75,Maybe,30–50,3,Depends,Website,ASAP,5
18-24,Female,25K+,Homemaker,Divorced,6,1–2,Healthy options,Yes,No,Rarely,"Vegan, Japanese, Mexican, Fast Food",No,"Cold food, Limited restaurant choice",Always,5,4,10–25,Maybe,30–50,3,Depends,Mobile App,Schedule,10
35-44,Male,4–8K,Self-Employed,Other,4,3–5,"Customization, Sustainability",No,Yes,Sometimes,"Italian, Mexican, Chinese",Neutral,"Non-transparent pricing, Lack of discounts, Late delivery",Often,5,4,75–100,Yes,30–50,3,No,Mobile App,ASAP,5
45-54,Male,8–15K,Homemaker,Other,7,3–5,"Healthy options, Variety of restaurants",No,Yes,Always,"Vegan, Mexican, Fast Food, Japanese",No,"Non-transparent pricing, Lack of discounts, Poor packaging",Often,3,4,50–75,Yes,50–75,5,Yes,Mobile App,Schedule,4
35-44,Female,4–8K,Employed,Divorced,6,1–2,"Variety of restaurants, Fast delivery",No,Yes,Sometimes,"Chinese, Indian, Arabic, Vegan",Yes,"Non-transparent pricing, Lack of discounts, Limited restaurant choice, Poor packaging",Always,4,5,75–100,Yes,50–75,3,Yes,WhatsApp,Schedule,8
25-34,Female,0–4K,Student,Other,5,3–5,Variety of restaurants,Yes,Yes,Sometimes,"Mexican, Japanese",Yes,"Poor packaging, Late delivery, Bad customer support, Cold food",Often,3,4,100+,Yes,50–75,2,No,Mobile App,ASAP,3
35-44,Male,8–15K,Employed,Married,5,1–2,"Customization, Healthy options",No,Yes,Often,"Vegan, Fast Food, Italian",Yes,"Driver behavior, Limited restaurant choice, Late delivery, Lack of discounts",Sometimes,4,4,100+,Yes,75–100,3,Depends,Website,ASAP,7
25-34,Female,4–8K,Homemaker,Other,3,3–5,"Sustainability, Fresh/hot food, Discounts",Yes,Yes,Always,"Indian, Fast Food, Arabic",Yes,"Late delivery, Bad customer support",Sometimes,4,5,75–100,Yes,30–50,1,Depends,Mobile App,Depends,10
25-34,Female,8–15K,Self-Employed,Other,3,3–5,"Discounts, Healthy options",Yes,Yes,Sometimes,"Mexican, Japanese",Neutral,"Poor packaging, Cold food",Sometimes,2,3,10–25,Maybe,100–150,2,Yes,WhatsApp,ASAP,8
45-54,Female,8–15K,Unemployed,Other,7,1–2,"Fast delivery, Sustainability",No,Depends,Sometimes,"Japanese, Mexican",Neutral,Lack of discounts,Often,3,5,75–100,Yes,30–50,4,Yes,WhatsApp,Schedule,7
25-34,Male,0–4K,Unemployed,Other,2,1–2,Fast delivery,Yes,Yes,Always,"Italian, Chinese, Indian, Vegan",No,Cold food,Sometimes,5,5,10–25,Yes,75–100,3,Yes,Mobile App,Schedule,5
55+,Female,4–8K,Self-Employed,Single,4,6+,"Fresh/hot food, Healthy options",No,No,Rarely,"Vegan, Chinese, Japanese, Italian",Yes,"Lack of discounts, Non-transparent pricing, Cold food, Bad customer support",Rarely,4,3,75–100,Yes,50–75,5,Depends,Mobile App,Schedule,4
45-54,Female,8–15K,Unemployed,Single,7,3–5,Customization,Yes,Yes,Often,"Chinese, Arabic",No,"Cold food, Lack of discounts, Limited restaurant choice, Bad customer support",Often,4,4,25–50,Yes,75–100,3,No,Mobile App,Schedule,9
25-34,Male,8–15K,Unemployed,Single,4,3–5,Discounts,No,Yes,Often,"Indian, Italian",Neutral,"Driver behavior, Cold food",Always,4,3,50–75,Maybe,30–50,2,Yes,Mobile App,Schedule,7
18-24,Male,15–25K,Homemaker,Divorced,3,1–2,"Low price, Fresh/hot food",Yes,Yes,Often,"Chinese, Vegan, Fast Food",Yes,Bad customer support,Often,4,2,10–25,Yes,50–75,1,Yes,Mobile App,ASAP,8
18-24,Non-binary,8–15K,Self-Employed,Divorced,5,1–2,"Fresh/hot food, Discounts",No,Yes,Sometimes,"Indian, Chinese, Mexican",Yes,"Bad customer support, Late delivery, Non-transparent pricing",Always,5,3,50–75,Maybe,50–75,4,Yes,Website,Schedule,2
18-24,Male,15–25K,Retired,Married,3,1–2,Healthy options,Yes,Depends,Sometimes,"Arabic, Fast Food, Vegan, Mexican",No,"Limited restaurant choice, Late delivery",Often,4,2,25–50,Yes,150+,2,No,Mobile App,Depends,8
18-24,Female,8–15K,Student,Single,5,3–5,"Sustainability, Fast delivery",Yes,Depends,Often,"Arabic, Fast Food, Japanese",Yes,"Late delivery, Lack of discounts",Always,3,4,25–50,No,150+,2,Depends,Mobile App,ASAP,10
35-44,Female,8–15K,Student,Divorced,7,3–5,"Low price, Fresh/hot food, Variety of restaurants",Yes,No,Sometimes,"Japanese, Vegan, Fast Food",Neutral,"Cold food, Bad customer support",Often,4,4,75–100,Maybe,30–50,2,Depends,Mobile App,ASAP,10
18-24,Male,8–15K,Unemployed,Other,5,1–2,"Variety of restaurants, Fast delivery",Yes,No,Sometimes,"Vegan, Japanese, Italian",Yes,"Late delivery, Limited restaurant choice, Bad customer support, Non-transparent pricing",Often,3,3,50–75,Yes,50–75,4,No,Mobile App,ASAP,7
25-34,Female,4–8K,Student,Other,3,1–2,Discounts,Yes,Yes,Rarely,"Italian, Indian, Vegan, Arabic",No,"Lack of discounts, Limited restaurant choice, Driver behavior, Non-transparent pricing",Sometimes,2,4,10–25,Yes,50–75,3,Yes,Mobile App,ASAP,5
45-54,Male,8–15K,Self-Employed,Single,1,1–2,"Sustainability, Variety of restaurants",Yes,Yes,Never,"Mexican, Arabic, Vegan, Japanese",No,"Driver behavior, Poor packaging, Cold food, Late delivery",Always,3,4,25–50,No,30–50,2,No,WhatsApp,ASAP,7
18-24,Female,15–25K,Self-Employed,Married,4,1–2,Fresh/hot food,Yes,Depends,Always,"Vegan, Indian",Yes,"Driver behavior, Limited restaurant choice",Sometimes,3,4,10–25,Yes,30–50,4,Depends,Mobile App,Schedule,7
45-54,Male,8–15K,Employed,Married,6,0,"Low price, Fresh/hot food, Variety of restaurants",Yes,No,Sometimes,"Vegan, Arabic, Indian, Chinese",No,"Lack of discounts, Limited restaurant choice, Poor packaging",Always,1,4,50–75,No,150+,4,Yes,WhatsApp,Depends,6
25-34,Female,15–25K,Employed,Other,5,1–2,"Customization, Healthy options",Yes,Yes,Always,"Japanese, Arabic",Yes,Limited restaurant choice,Always,4,3,100+,Yes,50–75,5,Depends,Website,Schedule,6
18-24,Male,15–25K,Student,Married,5,1–2,"Low price, Discounts",No,Yes,Rarely,"Arabic, Italian, Fast Food, Vegan",Yes,"Limited restaurant choice, Bad customer support, Poor packaging, Cold food",Rarely,4,4,50–75,Yes,30–50,5,Depends,Website,Depends,10
35-44,Male,15–25K,Retired,Single,1,1–2,"Fast delivery, Healthy options",Yes,Yes,Sometimes,"Japanese, Indian, Italian, Fast Food",Yes,Limited restaurant choice,Sometimes,4,4,25–50,Yes,30–50,4,No,Mobile App,Schedule,5
35-44,Non-binary,25K+,Employed,Other,7,1–2,Sustainability,Yes,Depends,Sometimes,"Japanese, Arabic, Indian",Yes,"Driver behavior, Late delivery, Non-transparent pricing",Always,4,1,25–50,Maybe,30–50,2,No,Mobile App,ASAP,6
45-54,Male,8–15K,Employed,Divorced,7,1–2,"Healthy options, Sustainability",Yes,Yes,Often,"Mexican, Italian",No,Lack of discounts,Sometimes,3,3,100+,Yes,50–75,4,Depends,Mobile App,ASAP,8
35-44,Female,8–15K,Self-Employed,Divorced,7,0,"Low price, Customization",Yes,Yes,Often,"Italian, Arabic",Neutral,"Late delivery, Limited restaurant choice",Sometimes,3,3,25–50,Yes,50–75,4,No,Mobile App,ASAP,10
45-54,Male,8–15K,Retired,Married,6,1–2,Customization,Yes,Yes,Rarely,"Japanese, Italian",Yes,Late delivery,Often,4,4,50–75,Yes,50–75,5,Yes,Other,Schedule,6
25-34,Female,8–15K,Unemployed,Other,2,1–2,"Sustainability, Variety of restaurants, Discounts",Yes,Depends,Always,"Vegan, Mexican",Yes,"Limited restaurant choice, Non-transparent pricing",Often,2,3,25–50,Yes,30–50,3,Yes,Mobile App,Schedule,3
25-34,Male,8–15K,Student,Other,1,1–2,"Customization, Variety of restaurants",No,Yes,Rarely,"Italian, Arabic, Mexican",Yes,Late delivery,Rarely,2,1,50–75,Yes,50–75,2,Yes,Mobile App,ASAP,2
35-44,Non-binary,15–25K,Employed,Divorced,6,1–2,"Customization, Fresh/hot food, Healthy options",Yes,Depends,Often,"Chinese, Arabic, Italian",Yes,"Limited restaurant choice, Bad customer support, Cold food",Often,4,2,75–100,Yes,30–50,2,Depends,Mobile App,Depends,10
45-54,Male,8–15K,Retired,Other,1,3–5,Fast delivery,Yes,Yes,Always,"Fast Food, Indian, Chinese, Mexican",Neutral,Cold food,Often,4,2,25–50,No,75–100,4,No,Mobile App,ASAP,3
55+,Male,8–15K,Retired,Other,5,6+,"Discounts, Customization, Healthy options",Yes,Depends,Often,"Chinese, Japanese",Yes,"Late delivery, Lack of discounts",Often,4,3,50–75,No,30–50,2,No,Mobile App,ASAP,7
25-34,Male,4–8K,Student,Other,4,3–5,"Customization, Low price, Discounts",Yes,No,Always,"Mexican, Fast Food",Yes,"Poor packaging, Driver behavior, Cold food",Sometimes,1,5,50–75,Yes,75–100,3,Depends,Mobile App,Schedule,4
25-34,Male,8–15K,Retired,Married,1,1–2,"Fast delivery, Healthy options, Discounts",Yes,Yes,Sometimes,"Indian, Mexican",Yes,"Driver behavior, Non-transparent pricing",Rarely,3,1,25–50,Yes,50–75,2,Yes,Website,ASAP,5
35-44,Female,4–8K,Retired,Other,2,3–5,Healthy options,No,Yes,Rarely,"Vegan, Mexican, Chinese",Yes,"Late delivery, Cold food, Bad customer support, Limited restaurant choice",Rarely,2,3,25–50,Yes,50–75,3,Depends,Mobile App,Schedule,5
25-34,Male,15–25K,Retired,Single,3,3–5,Sustainability,Yes,Yes,Rarely,"Arabic, Mexican",No,"Limited restaurant choice, Poor packaging, Cold food",Sometimes,4,3,50–75,No,30–50,4,No,Mobile App,Schedule,3
45-54,Female,8–15K,Employed,Married,6,0,Healthy options,Yes,Yes,Sometimes,"Chinese, Fast Food, Mexican",Yes,"Bad customer support, Cold food, Late delivery",Never,5,2,25–50,Yes,50–75,3,Yes,Mobile App,ASAP,9
45-54,Male,4–8K,Student,Other,1,1–2,"Sustainability, Variety of restaurants, Discounts",Yes,Depends,Often,"Arabic, Italian, Indian",Yes,Driver behavior,Sometimes,4,4,75–100,Yes,75–100,4,Yes,Mobile App,ASAP,8
25-34,Male,0–4K,Retired,Other,1,3–5,Fast delivery,No,Yes,Rarely,"Chinese, Indian, Mexican",No,"Non-transparent pricing, Cold food, Limited restaurant choice",Sometimes,3,4,10–25,Yes,30–50,1,Depends,Mobile App,Schedule,6
35-44,Female,8–15K,Retired,Single,2,1–2,Variety of restaurants,Yes,Yes,Often,"Vegan, Arabic, Indian, Mexican",No,Poor packaging,Never,2,2,10–25,No,30–50,3,Depends,WhatsApp,Schedule,5
35-44,Female,8–15K,Employed,Married,4,0,"Low price, Sustainability, Fresh/hot food",Yes,Yes,Sometimes,"Chinese, Mexican, Vegan, Fast Food",No,"Cold food, Poor packaging, Lack of discounts, Driver behavior",Always,3,4,25–50,Maybe,50–75,2,Yes,Mobile App,ASAP,9
18-24,Male,8–15K,Student,Divorced,1,3–5,"Discounts, Variety of restaurants",Yes,Yes,Sometimes,"Fast Food, Mexican",Neutral,"Late delivery, Lack of discounts, Non-transparent pricing, Cold food",Sometimes,2,3,25–50,Yes,30–50,2,Depends,Mobile App,Schedule,7
45-54,Male,4–8K,Self-Employed,Divorced,1,3–5,Fresh/hot food,Yes,Depends,Often,"Fast Food, Italian",Neutral,"Bad customer support, Driver behavior, Limited restaurant choice",Sometimes,3,2,25–50,Yes,50–75,2,Depends,WhatsApp,Depends,10
25-34,Male,8–15K,Employed,Married,4,1–2,"Discounts, Low price",No,Yes,Sometimes,"Japanese, Indian",Yes,"Lack of discounts, Bad customer support",Rarely,2,3,25–50,Yes,30–50,2,Yes,Website,ASAP,6
45-54,Female,8–15K,Student,Other,2,1–2,"Healthy options, Sustainability, Variety of restaurants",Yes,Depends,Often,"Indian, Fast Food",Yes,Non-transparent pricing,Rarely,2,4,50–75,Yes,50–75,3,Yes,Mobile App,Schedule,8
25-34,Female,8–15K,Retired,Other,6,1–2,Low price,Yes,Depends,Rarely,"Italian, Fast Food",Yes,Non-transparent pricing,Rarely,4,5,100+,Yes,50–75,3,Yes,Mobile App,ASAP,4
45-54,Male,8–15K,Student,Divorced,6,3–5,"Low price, Customization, Discounts",No,Yes,Often,"Arabic, Italian",No,"Limited restaurant choice, Non-transparent pricing",Rarely,4,5,50–75,Maybe,30–50,4,No,Phone Call,ASAP,6
25-34,Female,8–15K,Student,Divorced,1,1–2,"Fresh/hot food, Variety of restaurants",Yes,Yes,Rarely,"Japanese, Indian",Yes,"Limited restaurant choice, Cold food",Sometimes,5,3,25–50,Yes,50–75,3,No,Mobile App,ASAP,9
18-24,Female,4–8K,Unemployed,Divorced,4,1–2,"Healthy options, Low price, Discounts",Yes,Depends,Rarely,"Japanese, Arabic, Mexican, Chinese",Yes,Non-transparent pricing,Always,3,3,75–100,No,50–75,3,Yes,Mobile App,ASAP,9
45-54,Female,25K+,Student,Single,1,3–5,Sustainability,Yes,Yes,Often,"Vegan, Japanese, Mexican",Yes,Non-transparent pricing,Always,1,3,25–50,Yes,30–50,3,No,Mobile App,Schedule,10
18-24,Female,8–15K,Self-Employed,Divorced,7,1–2,Low price,Yes,Yes,Often,"Japanese, Italian, Indian",No,"Bad customer support, Driver behavior, Cold food, Late delivery",Sometimes,4,3,25–50,Maybe,50–75,4,Yes,Mobile App,ASAP,8
25-34,Male,8–15K,Student,Single,3,3–5,"Discounts, Variety of restaurants, Low price",Yes,Yes,Sometimes,"Indian, Fast Food, Italian, Vegan",Yes,"Bad customer support, Poor packaging, Driver behavior",Often,4,5,25–50,Yes,50–75,1,Yes,Mobile App,ASAP,9
55+,Male,4–8K,Self-Employed,Married,6,1–2,"Healthy options, Low price",No,Yes,Sometimes,"Vegan, Mexican, Japanese, Italian",Yes,"Non-transparent pricing, Cold food",Often,5,4,25–50,Yes,30–50,3,No,Mobile App,ASAP,8
55+,Male,8–15K,Retired,Other,7,1–2,Low price,Yes,No,Sometimes,"Chinese, Fast Food, Japanese, Vegan",Yes,"Late delivery, Limited restaurant choice, Bad customer support",Often,5,3,75–100,Maybe,100–150,3,Yes,Mobile App,ASAP,6
35-44,Male,0–4K,Self-Employed,Divorced,5,3–5,Fresh/hot food,Yes,Yes,Sometimes,"Indian, Fast Food",No,"Lack of discounts, Bad customer support, Driver behavior",Rarely,5,4,25–50,Yes,50–75,5,No,Website,ASAP,4
35-44,Female,8–15K,Retired,Other,3,1–2,"Healthy options, Fresh/hot food",No,Yes,Often,"Arabic, Indian, Chinese",Yes,"Driver behavior, Non-transparent pricing, Cold food",Often,2,4,50–75,Yes,30–50,2,Depends,Mobile App,ASAP,6
25-34,Female,25K+,Retired,Other,1,1–2,Discounts,Yes,Depends,Often,"Indian, Japanese, Italian, Mexican",Yes,"Limited restaurant choice, Bad customer support, Poor packaging, Cold food",Rarely,5,4,25–50,Maybe,75–100,2,Yes,Mobile App,ASAP,4
25-34,Male,8–15K,Self-Employed,Divorced,2,1–2,Sustainability,Yes,No,Rarely,"Arabic, Italian",Yes,"Late delivery, Non-transparent pricing",Rarely,3,4,50–75,Yes,50–75,1,Yes,Mobile App,ASAP,9
25-34,Male,0–4K,Employed,Divorced,6,3–5,"Fresh/hot food, Sustainability",Yes,Yes,Sometimes,"Chinese, Mexican",Yes,"Non-transparent pricing, Limited restaurant choice",Often,4,3,50–75,Yes,50–75,1,Yes,Website,ASAP,9
35-44,Male,0–4K,Homemaker,Married,5,6+,Sustainability,No,No,Often,"Fast Food, Arabic, Indian, Mexican",Yes,Driver behavior,Often,4,2,25–50,Maybe,30–50,3,No,Mobile App,Schedule,5
35-44,Female,8–15K,Student,Single,3,6+,"Fresh/hot food, Discounts, Customization",No,Yes,Sometimes,"Mexican, Chinese, Italian",Yes,"Poor packaging, Cold food, Non-transparent pricing, Limited restaurant choice",Sometimes,2,5,50–75,Maybe,75–100,2,Depends,Website,ASAP,9
35-44,Male,4–8K,Unemployed,Single,6,1–2,"Customization, Fresh/hot food",No,No,Often,"Indian, Italian, Arabic, Fast Food",Yes,"Bad customer support, Late delivery",Sometimes,5,2,50–75,No,75–100,2,No,Mobile App,ASAP,4
35-44,Female,0–4K,Homemaker,Other,4,1–2,"Fresh/hot food, Customization, Healthy options",No,Yes,Rarely,"Italian, Mexican, Arabic",No,"Bad customer support, Cold food, Lack of discounts, Late delivery",Often,3,5,50–75,Yes,50–75,3,No,Mobile App,Schedule,10
18-24,Male,15–25K,Student,Divorced,2,1–2,"Fresh/hot food, Variety of restaurants",Yes,Yes,Often,"Japanese, Indian",Yes,"Limited restaurant choice, Non-transparent pricing, Bad customer support, Late delivery",Always,5,4,50–75,No,30–50,4,Yes,Website,Depends,6
25-34,Male,8–15K,Student,Married,3,3–5,"Fast delivery, Customization",Yes,No,Rarely,"Fast Food, Italian, Vegan",Yes,"Lack of discounts, Late delivery, Poor packaging",Often,2,3,50–75,No,30–50,3,Yes,Phone Call,ASAP,8
18-24,Prefer not to say,4–8K,Retired,Married,4,1–2,Fresh/hot food,No,Yes,Often,"Indian, Italian, Fast Food, Chinese",No,"Cold food, Bad customer support",Always,2,4,10–25,No,50–75,3,Yes,Mobile App,ASAP,10
25-34,Non-binary,25K+,Student,Married,7,6+,"Sustainability, Discounts",Yes,Depends,Sometimes,"Mexican, Italian, Fast Food",No,"Cold food, Non-transparent pricing, Driver behavior",Often,3,4,50–75,Maybe,30–50,3,No,Mobile App,Schedule,8
25-34,Male,4–8K,Unemployed,Married,1,1–2,"Healthy options, Fast delivery, Discounts",Yes,Yes,Sometimes,"Arabic, Indian, Chinese, Vegan",Yes,"Lack of discounts, Cold food, Late delivery, Bad customer support",Often,5,5,25–50,Yes,50–75,1,Yes,Mobile App,ASAP,6
45-54,Female,25K+,Student,Married,4,6+,"Sustainability, Discounts, Healthy options",Yes,Depends,Often,"Mexican, Chinese, Arabic, Japanese",Yes,"Driver behavior, Non-transparent pricing, Cold food, Bad customer support",Sometimes,2,2,25–50,Yes,50–75,3,Depends,Mobile App,ASAP,9
25-34,Female,8–15K,Self-Employed,Single,3,3–5,"Low price, Variety of restaurants",Yes,Depends,Rarely,"Chinese, Fast Food",No,"Lack of discounts, Driver behavior, Cold food, Non-transparent pricing",Never,4,3,75–100,No,75–100,3,No,Mobile App,Schedule,5
